"","SepalLengthCm","SepalWidthCm","PetalLengthCm","PetalWidthCm","Id","Species"
"38",-1.13920048346495,0.10608995273828,-1.28011818562368,-1.43962681337367,38,"Iris-setosa"
"39",-1.74301699413542,-0.124540379301459,-1.39346985495282,-1.30859281943796,39,"Iris-setosa"
"40",-0.897673879196766,0.797980948857496,-1.28011818562368,-1.30859281943796,40,"Iris-setosa"
"41",-1.01843718133086,1.02861128089724,-1.39346985495282,-1.17755882550225,41,"Iris-setosa"
"42",-1.62225369200133,-1.73895270357963,-1.39346985495282,-1.17755882550225,42,"Iris-setosa"
"43",-1.74301699413542,0.336720284778019,-1.39346985495282,-1.30859281943796,43,"Iris-setosa"
"44",-1.01843718133086,1.02861128089724,-1.22344235095912,-0.784456843695118,44,"Iris-setosa"
"45",-0.897673879196766,1.72050227701645,-1.05341484696542,-1.04652483156654,45,"Iris-setosa"
"46",-1.25996378559905,-0.124540379301459,-1.33679402028825,-1.17755882550225,46,"Iris-setosa"
"47",-0.897673879196766,1.72050227701645,-1.22344235095912,-1.30859281943796,47,"Iris-setosa"
"48",-1.50149038986724,0.336720284778019,-1.33679402028825,-1.30859281943796,48,"Iris-setosa"
"49",-0.656147274928578,1.48987194497671,-1.28011818562368,-1.30859281943796,49,"Iris-setosa"
"50",-1.01843718133086,0.567350616817757,-1.33679402028825,-1.30859281943796,50,"Iris-setosa"
"51",1.39682886135102,0.336720284778019,0.533508523642456,0.263815107790563,51,"Iris-versicolor"
"52",0.672249048546457,0.336720284778019,0.420156854313322,0.394849101726273,52,"Iris-versicolor"
"53",1.27606555921693,0.10608995273828,0.64686019297159,0.394849101726273,53,"Iris-versicolor"
"54",-0.41462067066039,-1.73895270357963,0.136777680990488,0.132781113854853,54,"Iris-versicolor"
"55",0.79301235068055,-0.585801043380937,0.476832688977889,0.394849101726273,55,"Iris-versicolor"
"56",-0.173094066392202,-0.585801043380937,0.420156854313322,0.132781113854853,56,"Iris-versicolor"
"57",0.551485746412362,0.567350616817757,0.533508523642456,0.525883095661983,57,"Iris-versicolor"
"58",-1.13920048346495,-1.50832237153989,-0.25995316166148,-0.260320867952277,58,"Iris-versicolor"
"59",0.913775652814644,-0.355170711341198,0.476832688977889,0.132781113854853,59,"Iris-versicolor"
"60",-0.776910577062672,-0.816431375420675,0.0801018463259211,0.263815107790563,60,"Iris-versicolor"
"61",-1.01843718133086,-2.43084369969885,-0.146601492332346,-0.260320867952277,61,"Iris-versicolor"
"62",0.0684325378759866,-0.124540379301459,0.250129350319622,0.394849101726273,62,"Iris-versicolor"
"63",0.18919584001008,-1.96958303561937,0.136777680990488,-0.260320867952277,63,"Iris-versicolor"
"64",0.309959142144174,-0.355170711341198,0.533508523642456,0.263815107790563,64,"Iris-versicolor"
"65",-0.293857368526296,-0.355170711341198,-0.0899256576677793,0.132781113854853,65,"Iris-versicolor"
"66",1.03453895494874,0.10608995273828,0.363481019648755,0.263815107790563,66,"Iris-versicolor"
"67",-0.293857368526296,-0.124540379301459,0.420156854313322,0.394849101726273,67,"Iris-versicolor"
"68",-0.0523307642581081,-0.816431375420675,0.193453515655055,-0.260320867952277,68,"Iris-versicolor"
"69",0.430722444278268,-1.96958303561937,0.420156854313322,0.394849101726273,69,"Iris-versicolor"
"70",-0.293857368526296,-1.27769203950015,0.0801018463259211,-0.129286874016567,70,"Iris-versicolor"
"71",0.0684325378759866,0.336720284778019,0.590184358307022,0.787951083533403,71,"Iris-versicolor"
"72",0.309959142144174,-0.585801043380937,0.136777680990488,0.132781113854853,72,"Iris-versicolor"
"73",0.551485746412362,-1.27769203950015,0.64686019297159,0.394849101726273,73,"Iris-versicolor"
"74",0.309959142144174,-0.585801043380937,0.533508523642456,0.00174711991914261,74,"Iris-versicolor"
"75",0.672249048546457,-0.355170711341198,0.306805184984188,0.132781113854853,75,"Iris-versicolor"
"76",0.913775652814644,-0.124540379301459,0.363481019648755,0.263815107790563,76,"Iris-versicolor"
"77",1.15530225708283,-0.585801043380937,0.590184358307022,0.263815107790563,77,"Iris-versicolor"
"78",1.03453895494874,-0.124540379301459,0.703536027636156,0.656917089597693,78,"Iris-versicolor"
"79",0.18919584001008,-0.355170711341198,0.420156854313322,0.394849101726273,79,"Iris-versicolor"
"80",-0.173094066392202,-1.04706170746041,-0.146601492332346,-0.260320867952277,80,"Iris-versicolor"
"81",-0.41462067066039,-1.50832237153989,0.0234260116613542,-0.129286874016567,81,"Iris-versicolor"
"82",-0.41462067066039,-1.50832237153989,-0.0332498230032124,-0.260320867952277,82,"Iris-versicolor"
"83",-0.0523307642581081,-0.816431375420675,0.0801018463259211,0.00174711991914261,83,"Iris-versicolor"
"84",0.18919584001008,-0.816431375420675,0.760211862300723,0.525883095661983,84,"Iris-versicolor"
"85",-0.535383972794483,-0.124540379301459,0.420156854313322,0.394849101726273,85,"Iris-versicolor"
"86",0.18919584001008,0.797980948857496,0.420156854313322,0.525883095661983,86,"Iris-versicolor"
"87",1.03453895494874,0.10608995273828,0.533508523642456,0.394849101726273,87,"Iris-versicolor"
"88",0.551485746412362,-1.73895270357963,0.363481019648755,0.132781113854853,88,"Iris-versicolor"
"89",-0.293857368526296,-0.124540379301459,0.193453515655055,0.132781113854853,89,"Iris-versicolor"
"90",-0.41462067066039,-1.27769203950015,0.136777680990488,0.132781113854853,90,"Iris-versicolor"
"91",-0.41462067066039,-1.04706170746041,0.363481019648755,0.00174711991914261,91,"Iris-versicolor"
"92",0.309959142144174,-0.124540379301459,0.476832688977889,0.263815107790563,92,"Iris-versicolor"
"93",-0.0523307642581081,-1.04706170746041,0.136777680990488,0.00174711991914261,93,"Iris-versicolor"
"94",-1.01843718133086,-1.73895270357963,-0.25995316166148,-0.260320867952277,94,"Iris-versicolor"
"95",-0.293857368526296,-0.816431375420675,0.250129350319622,0.132781113854853,95,"Iris-versicolor"
"96",-0.173094066392202,-0.124540379301459,0.250129350319622,0.00174711991914261,96,"Iris-versicolor"
"97",-0.173094066392202,-0.355170711341198,0.250129350319622,0.132781113854853,97,"Iris-versicolor"
"98",0.430722444278268,-0.355170711341198,0.306805184984188,0.132781113854853,98,"Iris-versicolor"
"99",-0.897673879196766,-1.27769203950015,-0.42998066565518,-0.129286874016567,99,"Iris-versicolor"
"100",-0.173094066392202,-0.585801043380937,0.193453515655055,0.132781113854853,100,"Iris-versicolor"
"101",0.551485746412362,0.567350616817757,1.27029437428182,1.70518904108337,101,"Iris-virginica"
"102",-0.0523307642581081,-0.816431375420675,0.760211862300723,0.918985077469113,102,"Iris-virginica"
"103",1.51759216348511,-0.124540379301459,1.21361853961726,1.18105306534053,103,"Iris-virginica"
"104",0.551485746412362,-0.355170711341198,1.04359103562356,0.787951083533403,104,"Iris-virginica"
"105",0.79301235068055,-0.124540379301459,1.15694270495269,1.31208705927624,105,"Iris-virginica"
"106",2.12140867415558,-0.124540379301459,1.61034938226923,1.18105306534053,106,"Iris-virginica"
"107",-1.13920048346495,-1.27769203950015,0.420156854313322,0.656917089597693,107,"Iris-virginica"
"108",1.7591187677533,-0.355170711341198,1.44032187827552,0.787951083533403,108,"Iris-virginica"
"109",1.03453895494874,-1.27769203950015,1.15694270495269,0.787951083533403,109,"Iris-virginica"
"110",1.63835546561921,1.25924161293697,1.32697020894639,1.70518904108337,110,"Iris-virginica"
"111",0.79301235068055,0.336720284778019,0.760211862300723,1.05001907140482,111,"Iris-virginica"
"112",0.672249048546457,-0.816431375420675,0.873563531629857,0.918985077469113,112,"Iris-virginica"
"113",1.15530225708283,-0.124540379301459,0.98691520095899,1.18105306534053,113,"Iris-virginica"
"114",-0.173094066392202,-1.27769203950015,0.703536027636156,1.05001907140482,114,"Iris-virginica"
"115",-0.0523307642581081,-0.585801043380937,0.760211862300723,1.57415504714766,115,"Iris-virginica"
"116",0.672249048546457,0.336720284778019,0.873563531629857,1.44312105321195,116,"Iris-virginica"
"117",0.79301235068055,-0.124540379301459,0.98691520095899,0.787951083533403,117,"Iris-virginica"
"118",2.24217197628968,1.72050227701645,1.66702521693379,1.31208705927624,118,"Iris-virginica"
"119",2.24217197628968,-1.04706170746041,1.78037688626293,1.44312105321195,119,"Iris-virginica"
"120",0.18919584001008,-1.96958303561937,0.703536027636156,0.394849101726273,120,"Iris-virginica"
"121",1.27606555921693,0.336720284778019,1.10026687028812,1.44312105321195,121,"Iris-virginica"
"122",-0.293857368526296,-0.585801043380937,0.64686019297159,1.05001907140482,122,"Iris-virginica"
"123",2.24217197628968,-0.585801043380937,1.66702521693379,1.05001907140482,123,"Iris-virginica"
"124",0.551485746412362,-0.816431375420675,0.64686019297159,0.787951083533403,124,"Iris-virginica"
"125",1.03453895494874,0.567350616817757,1.10026687028812,1.18105306534053,125,"Iris-virginica"
"126",1.63835546561921,0.336720284778019,1.27029437428182,0.787951083533403,126,"Iris-virginica"
"127",0.430722444278268,-0.585801043380937,0.590184358307022,0.787951083533403,127,"Iris-virginica"
"128",0.309959142144174,-0.124540379301459,0.64686019297159,0.787951083533403,128,"Iris-virginica"
"129",0.672249048546457,-0.585801043380937,1.04359103562356,1.18105306534053,129,"Iris-virginica"
"130",1.63835546561921,-0.124540379301459,1.15694270495269,0.525883095661983,130,"Iris-virginica"
"131",1.8798820698874,-0.585801043380937,1.32697020894639,0.918985077469113,131,"Iris-virginica"
"132",2.48369858055787,1.72050227701645,1.49699771294009,1.05001907140482,132,"Iris-virginica"
"133",0.672249048546457,-0.585801043380937,1.04359103562356,1.31208705927624,133,"Iris-virginica"
"134",0.551485746412362,-0.585801043380937,0.760211862300723,0.394849101726273,134,"Iris-virginica"
"135",0.309959142144174,-1.04706170746041,1.04359103562356,0.263815107790563,135,"Iris-virginica"
"136",2.24217197628968,-0.124540379301459,1.32697020894639,1.44312105321195,136,"Iris-virginica"
"137",0.551485746412362,0.797980948857496,1.04359103562356,1.57415504714766,137,"Iris-virginica"
"138",0.672249048546457,0.10608995273828,0.98691520095899,0.787951083533403,138,"Iris-virginica"
"139",0.18919584001008,-0.124540379301459,0.590184358307022,0.787951083533403,139,"Iris-virginica"
"140",1.27606555921693,0.10608995273828,0.930239366294424,1.18105306534053,140,"Iris-virginica"
"141",1.03453895494874,0.10608995273828,1.04359103562356,1.57415504714766,141,"Iris-virginica"
"142",1.27606555921693,0.10608995273828,0.760211862300723,1.44312105321195,142,"Iris-virginica"
"143",-0.0523307642581081,-0.816431375420675,0.760211862300723,0.918985077469113,143,"Iris-virginica"
"144",1.15530225708283,0.336720284778019,1.21361853961726,1.44312105321195,144,"Iris-virginica"
"145",1.03453895494874,0.567350616817757,1.10026687028812,1.70518904108337,145,"Iris-virginica"
"146",1.03453895494874,-0.124540379301459,0.81688769696529,1.44312105321195,146,"Iris-virginica"
"147",0.551485746412362,-1.27769203950015,0.703536027636156,0.918985077469113,147,"Iris-virginica"
"148",0.79301235068055,-0.124540379301459,0.81688769696529,1.05001907140482,148,"Iris-virginica"
"149",0.430722444278268,0.797980948857496,0.930239366294424,1.44312105321195,149,"Iris-virginica"
"150",0.0684325378759866,-0.124540379301459,0.760211862300723,0.787951083533403,150,"Iris-virginica"
